1739139341608|GET|/
1739139341666|GET|/css/style.css
1739139341667|GET|/client.js
1739139344643|GET|/
1739139344656|GET|/css/style.css
1739139344657|GET|/client.js
1739139359624|POST|/temp/deck
1739139359640|GET|/temp/deck/1
1739139359650|GET|/img/hearts_2.png
1739139359651|GET|/img/hearts_3.png
1739139359654|GET|/img/hearts_4.png
1739139359655|GET|/img/hearts_5.png
1739139359661|GET|/img/hearts_6.png
1739139359661|GET|/img/hearts_8.png
1739139359661|GET|/img/hearts_7.png
1739139359662|GET|/img/hearts_A.png
1739139359662|GET|/img/diamonds_2.png
1739139359663|GET|/img/diamonds_3.png
1739139359663|GET|/img/diamonds_4.png
1739139359664|GET|/img/diamonds_5.png
1739139359665|GET|/img/diamonds_6.png
1739139359667|GET|/img/hearts_10.png
1739139359667|GET|/img/hearts_9.png
1739139359670|GET|/img/hearts_J.png
1739139359670|GET|/img/diamonds_7.png
1739139359670|GET|/img/diamonds_8.png
1739139359673|GET|/img/diamonds_9.png
1739139359675|GET|/img/diamonds_10.png
1739139359676|GET|/img/hearts_Q.png
1739139359677|GET|/img/diamonds_J.png
1739139359677|GET|/img/diamonds_Q.png
1739139359678|GET|/img/diamonds_K.png
1739139359680|GET|/img/diamonds_A.png
1739139359685|GET|/img/clubs_2.png
1739139359687|GET|/img/clubs_3.png
1739139359687|GET|/img/clubs_4.png
1739139359687|GET|/img/clubs_5.png
1739139359688|GET|/img/clubs_6.png
1739139359691|GET|/img/clubs_7.png
1739139359691|GET|/img/clubs_8.png
1739139359691|GET|/img/clubs_9.png
1739139359691|GET|/img/clubs_10.png
1739139359691|GET|/img/hearts_K.png
1739139359691|GET|/img/clubs_J.png
1739139359694|GET|/img/clubs_Q.png
1739139359695|GET|/img/clubs_K.png
1739139359695|GET|/img/clubs_A.png
1739139359695|GET|/img/spades_2.png
1739139359695|GET|/img/spades_3.png
1739139359696|GET|/img/spades_4.png
1739139359697|GET|/img/spades_5.png
1739139359697|GET|/img/spades_6.png
1739139359698|GET|/img/spades_7.png
1739139359698|GET|/img/spades_8.png
1739139359700|GET|/img/spades_9.png
1739139359700|GET|/img/spades_10.png
1739139359702|GET|/img/spades_J.png
1739139359703|GET|/img/spades_Q.png
1739139359703|GET|/img/spades_K.png
1739139359703|GET|/img/spades_A.png
1739139360485|PATCH|/temp/deck/shuffle/1
1739139360492|GET|/temp/deck/1
1739139361056|GET|/temp/deck/1/card
1739139365779|GET|/
